Frequency,Channel A,Channel B
(ms),(V),(V)

0.57091198,-5.38754900,-8.23019200
0.57591998,-5.38754900,-8.23019200
0.58092798,-5.30819400,-8.23019200
0.58593598,-5.30819400,-8.23019200
0.59094398,-5.38754900,-8.23019200
0.59595197,-5.38754900,-8.23019200
0.60095997,-5.30819400,-8.23019200
0.60596797,-5.38754900,-8.23019200
0.61097597,-5.30819400,-8.23019200
0.61598397,-5.38754900,-8.23019200
0.62099197,-5.38754900,-8.23019200
0.62599997,-5.38754900,-8.23019200
0.63100797,-5.38754900,-8.23019200
0.63601597,-5.38754900,-8.23019200
0.64102397,-5.38754900,-8.23019200
0.64603197,-5.38754900,-8.23019200
0.65103997,-5.38754900,-8.23019200
0.65604797,-5.38754900,-8.23019200
0.66105597,-5.38754900,-8.23019200
0.66606397,-5.38754900,-8.23019200
0.67107197,-5.38754900,-8.23019200
0.67607997,-5.38754900,-8.23019200
0.68108797,-5.38754900,-8.23019200
0.68609597,-5.38754900,-8.23019200
0.69110397,-5.30819400,-8.23019200
0.69611197,-5.38754900,-8.23019200
0.70111997,-5.38754900,-8.23019200
0.70612797,-5.38754900,-8.23019200
0.71113597,-5.38754900,-8.23019200
0.71614397,-5.38754900,-8.23019200
0.72115197,-5.38754900,-8.23019200
0.72615997,-5.38754900,-8.23019200
0.73116797,-5.38754900,-8.23019200
0.73617597,-5.38754900,-8.23019200
0.74118397,-5.38754900,-8.23019200
0.74619197,-5.38754900,-8.23019200
0.75119997,-5.38754900,-8.23019200
0.75620797,-5.38754900,-8.23019200
0.76121597,-5.38754900,-8.23019200
0.76622397,-5.46659700,-8.23019200
0.77123197,-5.38754900,-8.23019200
0.77623997,-5.38754900,-8.23019200
0.78124797,-5.38754900,-8.23019200
0.78625597,-5.38754900,-8.23019200
0.79126397,-5.38754900,-8.23019200
0.79627197,-5.46659700,-8.23019200
0.80127997,-5.38754900,-8.23019200
0.80628797,-5.38754900,-8.23019200
0.81129597,-5.46659700,-8.30923900
0.81630397,-5.46659700,-8.23019200
0.82131197,-5.38754900,-8.23019200
0.82631997,-5.46659700,-8.23019200
0.83132796,-5.46659700,-8.23019200
0.83633596,-5.46659700,-8.30923900
0.84134396,-5.38754900,-8.23019200
0.84635196,-5.38754900,-8.30923900
0.85135996,-5.46659700,-8.23019200
0.85636796,-5.38754900,-8.23019200
0.86137596,-5.38754900,-8.23019200
0.86638396,-5.46659700,-8.23019200
0.87139196,-5.46659700,-8.23019200
0.87639996,-5.46659700,-8.23019200
0.88140796,-5.38754900,-8.23019200
0.88641596,-5.46659700,-8.23019200
0.89142396,-5.46659700,-8.23019200
0.89643196,-5.38754900,-8.23019200
0.90143996,-5.38754900,-8.23019200
0.90644796,-5.46659700,-8.23019200
0.91145596,-5.46659700,-8.23019200
0.91646396,-5.46659700,-8.23019200
0.92147196,-5.46659700,-8.23019200
0.92647996,-5.46659700,-8.30923900
0.93148796,-5.46659700,-8.30923900
0.93649596,-5.46659700,-8.23019200
0.94150396,-5.46659700,-8.23019200
0.94651196,-5.46659700,-8.23019200
0.95151996,-5.38754900,-8.30923900
0.95652796,-5.46659700,-8.30923900
0.96153596,-5.46659700,-8.30923900
0.96654396,-5.46659700,-8.23019200
0.97155196,-5.46659700,-8.23019200
0.97655996,-5.46659700,-8.23019200
0.98156796,-5.46659700,-8.30923900
0.98657596,-5.46659700,-8.30923900
0.99158396,-5.46659700,-8.30923900
0.99659196,-5.46659700,-8.23019200
1.00159996,-5.46659700,-8.30923900
1.00660796,-5.46659700,-8.23019200
1.01161596,-5.46659700,-8.23019200
1.01662396,-5.46659700,-8.23019200
1.02163196,-5.46659700,-8.30923900
1.02663996,-5.46659700,-8.30923900
1.03164796,-5.46659700,-8.23019200
1.03665596,-5.46659700,-8.30923900
1.04166396,-5.46659700,-8.30923900
1.04667196,-5.46659700,-8.23019200
1.05167996,-5.46659700,-8.30923900
1.05668796,-5.46659700,-8.23019200
1.06169596,-5.46659700,-8.30923900
1.06670396,-5.46659700,-8.23019200
1.07171195,-5.46659700,-8.30923900
1.07671995,-5.46659700,-8.23019200
1.08172795,-5.46659700,-8.30923900
1.08673595,-5.46659700,-8.23019200
1.09174395,-5.46659700,-8.23019200
1.09675195,-5.46659700,-8.23019200
1.10175995,-5.46659700,-8.30923900
1.10676795,-5.46659700,-8.30923900
1.11177595,-5.54595200,-8.30923900
1.11678395,-5.46659700,-8.23019200
1.12179195,-5.46659700,-8.23019200
1.12679995,-5.46659700,-8.30923900
1.13180795,-5.46659700,-8.23019200
1.13681595,-5.54595200,-8.30923900
1.14182395,-5.46659700,-8.30923900
1.14683195,-5.46659700,-8.23019200
1.15183995,-5.46659700,-8.30923900
1.15684795,-5.54595200,-8.30923900
1.16185595,-5.46659700,-8.23019200
1.16686395,-5.46659700,-8.23019200
1.17187195,-5.46659700,-8.23019200
1.17687995,-5.46659700,-8.30923900
1.18188795,-5.54595200,-8.23019200
1.18689595,-5.54595200,-8.30923900
1.19190395,-5.46659700,-8.30923900
1.19691195,-5.46659700,-8.30923900
1.20191995,-5.46659700,-8.23019200
1.20692795,-5.54595200,-8.23019200
1.21193595,-5.46659700,-8.30923900
1.21694395,-5.54595200,-8.30923900
1.22195195,-5.46659700,-8.30923900
1.22695995,-5.54595200,-8.23019200
1.23196795,-5.46659700,-8.30923900
1.23697595,-5.46659700,-8.23019200
1.24198395,-5.46659700,-8.30923900
1.24699195,-5.54595200,-8.30923900
1.25199995,-5.46659700,-8.23019200
1.25700795,-5.54595200,-8.23019200
1.26201595,-5.46659700,-8.23019200
1.26702395,-5.54595200,-8.23019200
1.27203195,-5.46659700,-8.23019200
1.27703995,-5.54595200,-8.30923900
1.28204795,-5.46659700,-8.30923900
1.28705595,-5.46659700,-8.23019200
1.29206395,-5.46659700,-8.23019200
1.29707195,-5.54595200,-8.30923900
1.30207995,-5.46659700,-8.30923900
1.30708794,-5.54595200,-8.30923900
1.31209594,-5.46659700,-8.23019200
1.31710394,-5.46659700,-8.30923900
1.32211194,-5.46659700,-8.30923900
1.32711994,-5.54595200,-8.30923900
1.33212794,-5.54595200,-8.30923900
1.33713594,-5.54595200,-8.23019200
1.34214394,-5.54595200,-8.30923900
1.34715194,-5.54595200,-8.30923900
1.35215994,-5.46659700,-8.23019200
1.35716794,-5.46659700,-8.23019200
1.36217594,-5.54595200,-8.30923900
1.36718394,-5.54595200,-8.30923900
1.37219194,-5.54595200,-8.30923900
1.37719994,-5.54595200,-8.30923900
1.38220794,-5.46659700,-8.30923900
1.38721594,-5.54595200,-8.30923900
1.39222394,-5.54595200,-8.30923900
1.39723194,-5.54595200,-8.30923900
1.40223994,-5.54595200,-8.23019200
1.40724794,-5.54595200,-8.23019200
1.41225594,-5.46659700,-8.23019200
1.41726394,-5.54595200,-8.30923900
1.42227194,-5.46659700,-8.30923900
1.42727994,-5.54595200,-8.30923900
1.43228794,-5.54595200,-8.30923900
1.43729594,-5.54595200,-8.30923900
1.44230394,-5.54595200,-8.23019200
1.44731194,-5.54595200,-8.23019200
1.45231994,-5.54595200,-8.30923900
1.45732794,-5.46659700,-8.23019200
1.46233594,-5.46659700,-8.23019200
1.46734394,-5.54595200,-8.30923900
1.47235194,-5.54595200,-8.30923900
1.47735994,-5.54595200,-8.30923900
1.48236794,-5.54595200,-8.30923900
1.48737594,-5.54595200,-8.23019200
1.49238394,-5.54595200,-8.30923900
1.49739194,-5.54595200,-8.23019200
1.50239994,-5.54595200,-8.30923900
1.50740794,-5.54595200,-8.30923900
1.51241594,-5.54595200,-8.30923900
1.51742394,-5.54595200,-8.30923900
1.52243194,-5.54595200,-8.30923900
1.52743994,-5.54595200,-8.23019200
1.53244794,-5.46659700,-8.30923900
1.53745594,-5.54595200,-8.23019200
1.54246394,-5.54595200,-8.30923900
1.54747193,-5.54595200,-8.23019200
1.55247993,-5.54595200,-8.23019200
1.55748793,-5.54595200,-8.23019200
1.56249593,-5.54595200,-8.30923900
1.56750393,-5.54595200,-8.23019200
1.57251193,-5.46659700,-8.23019200
1.57751993,-5.54595200,-8.30923900
1.58252793,-5.54595200,-8.23019200
1.58753593,-5.54595200,-8.30923900
1.59254393,-5.54595200,-8.30923900
1.59755193,-5.54595200,-8.30923900
1.60255993,-5.54595200,-8.30923900
1.60756793,-5.54595200,-8.30923900
1.61257593,-5.46659700,-8.30923900
1.61758393,-5.54595200,-8.30923900
1.62259193,-5.54595200,-8.30923900
1.62759993,-5.54595200,-8.30923900
1.63260793,-5.54595200,-8.30923900
1.63761593,-5.54595200,-8.23019200
1.64262393,-5.54595200,-8.23019200
1.64763193,-5.54595200,-8.23019200
1.65263993,-5.54595200,-8.30923900
1.65764793,-5.54595200,-8.30923900
1.66265593,-5.46659700,-8.30923900
1.66766393,-5.54595200,-8.30923900
1.67267193,-5.54595200,-8.30923900
1.67767993,-5.54595200,-8.23019200
1.68268793,-5.54595200,-8.30923900
1.68769593,-5.54595200,-8.30923900
1.69270393,-5.54595200,-8.30923900
1.69771193,-5.54595200,-8.23019200
1.70271993,-5.54595200,-8.23019200
1.70772793,-5.54595200,-8.30923900
1.71273593,-5.46659700,-8.30923900
1.71774393,-5.54595200,-8.30923900
1.72275193,-5.46659700,-8.23019200
1.72775993,-5.46659700,-8.30923900
1.73276793,-5.46659700,-8.30923900
1.73777593,-5.54595200,-8.30923900
1.74278393,-5.46659700,-8.23019200
1.74779193,-5.54595200,-8.30923900
1.75279993,-5.46659700,-8.23019200
1.75780793,-5.46659700,-8.23019200
1.76281593,-5.54595200,-8.23019200
1.76782393,-5.46659700,-8.23019200
1.77283193,-5.46659700,-8.30923900
1.77783993,-5.54595200,-8.23019200
1.78284792,-5.46659700,-8.30923900
1.78785592,-5.54595200,-8.30923900
1.79286392,-5.54595200,-8.23019200
1.79787192,-5.54595200,-8.30923900
1.80287992,-5.46659700,-8.30923900
1.80788792,-5.46659700,-8.23019200
1.81289592,-5.46659700,-8.23019200
1.81790392,-5.54595200,-8.30923900
1.82291192,-5.46659700,-8.30923900
1.82791992,-5.54595200,-8.23019200
1.83292792,-5.46659700,-8.30923900
1.83793592,-5.46659700,-8.23019200
1.84294392,-5.46659700,-8.23019200
1.84795192,-5.46659700,-8.23019200
1.85295992,-5.54595200,-8.30923900
1.85796792,-5.46659700,-8.23019200
1.86297592,-5.46659700,-8.30923900
1.86798392,-5.46659700,-8.30923900
1.87299192,-5.46659700,-8.23019200
1.87799992,-5.46659700,-8.23019200
1.88300792,-5.46659700,-8.30923900
1.88801592,-5.46659700,-8.23019200
1.89302392,-5.46659700,-8.23019200
1.89803192,-5.46659700,-8.23019200
1.90303992,-5.46659700,-8.30923900
1.90804792,-5.46659700,-8.23019200
1.91305592,-5.46659700,-8.23019200
1.91806392,-5.46659700,-8.23019200
1.92307192,-5.46659700,-8.23019200
1.92807992,-5.46659700,-8.23019200
1.93308792,-5.38754900,-8.23019200
1.93809592,-5.46659700,-8.30923900
1.94310392,-5.38754900,-8.30923900
1.94811192,-5.46659700,-8.23019200
1.95311992,-5.46659700,-8.23019200
1.95812792,-5.46659700,-8.23019200
1.96313592,-5.46659700,-8.23019200
1.96814392,-5.46659700,-8.23019200
1.97315192,-5.46659700,-8.23019200
1.97815992,-5.46659700,-8.23019200
1.98316792,-5.46659700,-8.23019200
1.98817592,-5.46659700,-8.23019200
1.99318392,-5.46659700,-8.23019200
1.99819192,-5.38754900,-8.23019200
2.00319992,-5.46659700,-8.30923900
2.00820792,-5.46659700,-8.23019200
2.01321592,-5.38754900,-8.23019200
2.01822392,-5.38754900,-8.23019200
2.02323191,-5.38754900,-8.23019200
2.02823991,-5.46659700,-8.23019200
2.03324791,-5.38754900,-8.23019200
2.03825591,-5.38754900,-8.23019200
2.04326391,-5.38754900,-8.23019200
2.04827191,-5.38754900,-8.23019200
2.05327991,-5.38754900,-8.23019200
2.05828791,-5.38754900,-8.23019200
2.06329591,-5.38754900,-8.23019200
2.06830391,-5.38754900,-8.23019200
2.07331191,-5.38754900,-8.23019200
2.07831991,-5.38754900,-8.23019200
2.08332791,-5.38754900,-8.23019200
2.08833591,-5.38754900,-8.23019200
2.09334391,-5.38754900,-8.23019200
2.09835191,-5.38754900,-8.23019200
2.10335991,-5.38754900,-8.23019200
2.10836791,-5.38754900,-8.23019200
2.11337591,-5.38754900,-8.23019200
2.11838391,-5.38754900,-8.23019200
2.12339191,-5.30819400,-8.23019200
2.12839991,-5.38754900,-8.23019200
2.13340791,-5.30819400,-8.23019200
2.13841591,-5.38754900,-8.23019200
2.14342391,-5.30819400,-8.23019200
2.14843191,-5.30819400,-8.23019200
2.15343991,-5.30819400,-8.23019200
2.15844791,-5.38754900,-8.23019200
2.16345591,-5.30819400,-8.23019200
2.16846391,-5.30819400,-8.23019200
2.17347191,-5.30819400,-8.23019200
2.17847991,-5.30819400,-8.23019200
2.18348791,-5.30819400,-8.23019200
2.18849591,-5.30819400,-8.23019200
2.19350391,-5.30819400,-8.23019200
2.19851191,-5.30819400,-8.23019200
2.20351991,-5.30819400,-8.23019200
2.20852791,-5.30819400,-8.23019200
2.21353591,-5.22914600,-8.23019200
2.21854391,-5.30819400,-8.23019200
2.22355191,-5.30819400,-8.23019200
2.22855991,-5.30819400,-8.23019200
2.23356791,-5.30819400,-8.23019200
2.23857591,-5.30819400,-8.15083700
2.24358391,-5.30819400,-8.23019200
2.24859191,-5.30819400,-8.23019200
2.25359991,-5.22914600,-8.23019200
2.25860790,-5.30819400,-8.15083700
2.26361590,-5.22914600,-8.23019200
2.26862390,-5.22914600,-8.23019200
2.27363190,-5.22914600,-8.23019200
2.27863990,-5.22914600,-8.23019200
2.28364790,-5.22914600,-8.23019200
2.28865590,-5.22914600,-8.23019200
2.29366390,-5.22914600,-8.23019200
2.29867190,-5.22914600,-8.23019200
2.30367990,-5.22914600,-8.23019200
2.30868790,-5.22914600,-8.15083700
2.31369590,-5.22914600,-8.15083700
2.31870390,-5.14979100,-8.15083700
2.32371190,-5.14979100,-8.15083700
2.32871990,-5.22914600,-8.15083700
2.33372790,-5.22914600,-8.23019200
2.33873590,-5.22914600,-8.15083700
2.34374390,-5.14979100,-8.23019200
2.34875190,-5.14979100,-8.15083700
2.35375990,-5.22914600,-8.15083700
2.35876790,-5.14979100,-8.23019200
2.36377590,-5.14979100,-8.15083700
2.36878390,-5.14979100,-8.23019200
2.37379190,-5.14979100,-8.23019200
2.37879990,-5.14979100,-8.23019200
2.38380790,-5.14979100,-8.23019200
2.38881590,-5.14979100,-8.23019200
2.39382390,-5.14979100,-8.15083700
2.39883190,-5.14979100,-8.15083700
2.40383990,-5.14979100,-8.15083700
2.40884790,-5.14979100,-8.15083700
2.41385590,-5.07074300,-8.15083700
2.41886390,-5.14979100,-8.15083700
2.42387190,-5.14979100,-8.15083700
2.42887990,-5.14979100,-8.15083700
2.43388790,-5.14979100,-8.15083700
2.43889590,-5.14979100,-8.15083700
2.44390390,-5.07074300,-8.15083700
2.44891190,-5.07074300,-8.15083700
2.45391990,-5.07074300,-8.15083700
2.45892790,-5.07074300,-8.15083700
2.46393590,-5.07074300,-8.15083700
2.46894390,-5.07074300,-8.15083700
2.47395190,-5.07074300,-8.15083700
2.47895990,-5.07074300,-8.15083700
2.48396790,-5.07074300,-8.15083700
2.48897590,-5.07074300,-8.15083700
2.49398389,-5.07074300,-8.15083700
2.49899189,-5.07074300,-8.15083700
2.50399989,-4.99138800,-8.15083700
2.50900789,-5.07074300,-8.15083700
2.51401589,-4.99138800,-8.15083700
2.51902389,-5.07074300,-8.15083700
2.52403189,-4.99138800,-8.15083700
2.52903989,-5.07074300,-8.15083700
2.53404789,-4.99138800,-8.15083700
2.53905589,-4.99138800,-8.15083700
2.54406389,-4.99138800,-8.15083700
2.54907189,-4.99138800,-8.15083700
2.55407989,-4.99138800,-8.15083700
2.55908789,-4.99138800,-8.15083700
2.56409589,-4.99138800,-8.15083700
2.56910389,-4.99138800,-8.15083700
2.57411189,-4.99138800,-8.15083700
2.57911989,-4.99138800,-8.15083700
2.58412789,-4.99138800,-8.15083700
2.58913589,-4.99138800,-8.07178900
2.59414389,-4.99138800,-8.15083700
2.59915189,-4.99138800,-8.15083700
2.60415989,-4.91203300,-8.15083700
2.60916789,-4.91203300,-8.15083700
2.61417589,-4.99138800,-8.07178900
2.61918389,-4.91203300,-8.07178900
2.62419189,-4.91203300,-8.15083700
2.62919989,-4.91203300,-8.15083700
2.63420789,-4.91203300,-8.07178900
2.63921589,-4.91203300,-8.15083700
2.64422389,-4.91203300,-8.15083700
2.64923189,-4.91203300,-8.15083700
2.65423989,-4.91203300,-8.07178900
2.65924789,-4.91203300,-8.07178900
2.66425589,-4.83298500,-8.15083700
2.66926389,-4.91203300,-8.07178900
2.67427189,-4.91203300,-8.15083700
2.67927989,-4.91203300,-8.07178900
2.68428789,-4.83298500,-8.15083700
2.68929589,-4.83298500,-8.15083700
2.69430389,-4.83298500,-8.07178900
2.69931189,-4.91203300,-8.07178900
2.70431989,-4.83298500,-8.07178900
2.70932789,-4.83298500,-8.07178900
2.71433589,-4.83298500,-8.07178900
2.71934389,-4.83298500,-8.07178900
2.72435189,-4.75362900,-8.07178900
2.72935989,-4.83298500,-8.07178900
2.73436788,-4.83298500,-8.07178900
2.73937588,-4.83298500,-8.07178900
2.74438388,-4.83298500,-8.07178900
2.74939188,-4.75362900,-8.07178900
2.75439988,-4.75362900,-8.07178900
2.75940788,-4.83298500,-8.07178900
2.76441588,-4.75362900,-8.07178900
2.76942388,-4.75362900,-8.07178900
2.77443188,-4.75362900,-8.07178900
2.77943988,-4.75362900,-8.07178900
2.78444788,-4.75362900,-8.07178900
2.78945588,-4.75362900,-8.07178900
2.79446388,-4.75362900,-8.07178900
2.79947188,-4.75362900,-8.07178900
2.80447988,-4.67458200,-8.07178900
2.80948788,-4.75362900,-8.07178900
2.81449588,-4.75362900,-8.07178900
2.81950388,-4.67458200,-8.07178900
2.82451188,-4.75362900,-8.07178900
2.82951988,-4.67458200,-8.07178900
2.83452788,-4.67458200,-8.07178900
2.83953588,-4.67458200,-8.07178900
2.84454388,-4.67458200,-7.99274100
2.84955188,-4.67458200,-8.07178900
2.85455988,-4.59522600,-8.07178900
2.85956788,-4.67458200,-7.99274100
2.86457588,-4.67458200,-7.99274100
2.86958388,-4.67458200,-7.99274100
2.87459188,-4.59522600,-8.07178900
2.87959988,-4.59522600,-8.07178900
2.88460788,-4.59522600,-7.99274100
2.88961588,-4.59522600,-8.07178900
2.89462388,-4.59522600,-8.07178900
2.89963188,-4.59522600,-8.07178900
2.90463988,-4.59522600,-7.99274100
2.90964788,-4.59522600,-7.99274100
2.91465588,-4.59522600,-8.07178900
2.91966388,-4.59522600,-7.99274100
2.92467188,-4.59522600,-7.99274100
2.92967988,-4.59522600,-7.99274100
2.93468788,-4.59522600,-7.99274100
2.93969588,-4.59522600,-7.99274100
2.94470388,-4.51587100,-7.99274100
2.94971188,-4.59522600,-7.99274100
2.95471988,-4.51587100,-7.99274100
2.95972788,-4.51587100,-8.07178900
2.96473588,-4.51587100,-7.99274100
2.96974387,-4.51587100,-7.99274100
2.97475187,-4.51587100,-7.99274100
2.97975987,-4.51587100,-7.99274100
2.98476787,-4.43682300,-7.99274100
2.98977587,-4.51587100,-7.99274100
2.99478387,-4.51587100,-7.99274100
2.99979187,-4.51587100,-7.99274100
3.00479987,-4.51587100,-7.99274100
3.00980787,-4.51587100,-7.99274100
3.01481587,-4.43682300,-7.99274100
3.01982387,-4.43682300,-7.99274100
3.02483187,-4.43682300,-7.99274100
3.02983987,-4.43682300,-7.99274100
3.03484787,-4.43682300,-7.91338500
3.03985587,-4.43682300,-7.99274100
3.04486387,-4.43682300,-7.99274100
3.04987187,-4.43682300,-7.99274100
3.05487987,-4.43682300,-7.99274100
3.05988787,-4.43682300,-7.99274100
3.06489587,-4.43682300,-7.99274100
3.06990387,-4.43682300,-7.99274100
3.07491187,-4.43682300,-7.99274100
3.07991987,-4.43682300,-7.99274100
3.08492787,-4.35746800,-7.99274100
3.08993587,-4.43682300,-7.99274100
3.09494387,-4.35746800,-7.99274100
3.09995187,-4.35746800,-7.99274100
3.10495987,-4.35746800,-7.99274100
3.10996787,-4.35746800,-7.99274100
3.11497587,-4.35746800,-7.91338500
3.11998387,-4.27842000,-7.99274100
3.12499187,-4.35746800,-7.99274100
3.12999987,-4.35746800,-7.99274100
3.13500787,-4.27842000,-7.91338500
3.14001587,-4.35746800,-7.91338500
3.14502387,-4.27842000,-7.91338500
3.15003187,-4.27842000,-7.91338500
3.15503987,-4.27842000,-7.91338500
3.16004787,-4.27842000,-7.91338500
3.16505587,-4.27842000,-7.91338500
3.17006387,-4.27842000,-7.91338500
3.17507187,-4.27842000,-7.91338500
3.18007987,-4.27842000,-7.91338500
3.18508787,-4.19906500,-7.91338500
3.19009587,-4.27842000,-7.91338500
3.19510387,-4.27842000,-7.91338500
3.20011187,-4.27842000,-7.91338500
3.20511987,-4.19906500,-7.91338500
3.21012786,-4.19906500,-7.91338500
3.21513586,-4.19906500,-7.91338500
3.22014386,-4.27842000,-7.91338500
3.22515186,-4.19906500,-7.91338500
3.23015986,-4.19906500,-7.91338500
3.23516786,-4.19906500,-7.91338500
3.24017586,-4.19906500,-7.91338500
3.24518386,-4.11971000,-7.91338500
3.25019186,-4.19906500,-7.91338500
3.25519986,-4.19906500,-7.91338500
3.26020786,-4.19906500,-7.91338500
3.26521586,-4.19906500,-7.91338500
3.27022386,-4.19906500,-7.91338500
3.27523186,-4.11971000,-7.91338500
3.28023986,-4.11971000,-7.83433800
3.28524786,-4.11971000,-7.91338500
3.29025586,-4.19906500,-7.91338500
3.29526386,-4.11971000,-7.91338500
3.30027186,-4.11971000,-7.83433800
3.30527986,-4.11971000,-7.91338500
3.31028786,-4.04066200,-7.83433800
3.31529586,-4.04066200,-7.83433800
3.32030386,-4.11971000,-7.91338500
3.32531186,-4.04066200,-7.91338500
3.33031986,-4.11971000,-7.83433800
3.33532786,-4.04066200,-7.83433800
3.34033586,-4.04066200,-7.83433800
3.34534386,-4.11971000,-7.83433800
3.35035186,-4.04066200,-7.83433800
3.35535986,-4.04066200,-7.91338500
3.36036786,-4.04066200,-7.83433800
3.36537586,-4.04066200,-7.83433800
3.37038386,-4.04066200,-7.83433800
3.37539186,-4.04066200,-7.83433800
3.38039986,-4.04066200,-7.83433800
3.38540786,-3.96130700,-7.83433800
3.39041586,-4.04066200,-7.83433800
3.39542386,-4.04066200,-7.83433800
3.40043186,-4.04066200,-7.83433800
3.40543986,-3.96130700,-7.83433800
3.41044786,-3.96130700,-7.75529000
3.41545586,-3.96130700,-7.83433800
3.42046386,-3.96130700,-7.83433800
3.42547186,-3.96130700,-7.83433800
3.43047986,-3.96130700,-7.83433800
3.43548786,-3.96130700,-7.83433800
3.44049586,-3.96130700,-7.83433800
3.44550385,-3.88225900,-7.83433800
3.45051185,-3.96130700,-7.83433800
3.45551985,-3.96130700,-7.83433800
3.46052785,-3.88225900,-7.83433800
3.46553585,-3.88225900,-7.83433800
3.47054385,-3.88225900,-7.83433800
3.47555185,-3.88225900,-7.83433800
3.48055985,-3.88225900,-7.83433800
3.48556785,-3.88225900,-7.83433800
